",",[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
\frac{586}{-743}=\frac{586}{-743},=,=,0.7085168957710266,{,0.17635707557201385,",",0.05050074681639671,0.7085168957710266,1,0.0012487211497500539,13,0.0012819229159504175,12,1
\frac{860}{-125}=\frac{860}{-125},=,+,0.30194032192230225,%,0.20099256932735443,\,0.12353682518005371,0.05213934928178787,7,0.08511941134929657,4,0.009343747049570084,11,NULL
\frac{879}{298}=\frac{879}{298},=,=,0.32349660992622375,",",0.18689009547233582,\,0.07945381850004196,0.32349660992622375,1,0.00015584223729092628,171,0.010371644049882889,10,1
\frac{331}{47}=\frac{331}{47},=,=,0.5757375359535217,+,0.39852267503738403,\,0.011055619455873966,0.5757375359535217,1,4.991267269360833e-05,21,9.558911551721394e-05,18,1
\frac{-794}{-823}=\frac{-794}{-823},=,=,0.8846631646156311,+,0.04005889594554901,},0.03409520536661148,0.8846631646156311,1,0.0008575483225286007,10,0.0038686529733240604,5,1
\frac{-484}{-978}=\frac{-484}{-978},=,+,0.7792136073112488,=,0.1582368165254593,",",0.05150461569428444,0.1582368165254593,2,6.367201422108337e-05,15,2.7215606678510085e-05,19,2
\frac{-647}{590}=\frac{-647}{590},=,=,0.9889909029006958,>,0.006032546516507864,",",0.0035269707441329956,0.9889909029006958,1,8.598247222835198e-05,8,0.006032546516507864,2,1
\frac{751}{-481}=\frac{751}{-481},=,=,0.9206385612487793,{,0.06212334334850311,+,0.008911866694688797,0.9206385612487793,1,1.3537962331611197e-05,26,6.268779543461278e-05,13,1
\frac{-451}{-94}=\frac{-451}{-94},=,+,0.892446756362915,=,0.09904628992080688,>,0.0053726676851511,0.09904628992080688,2,0.0004159623640589416,5,0.0053726676851511,3,2
\frac{-16}{-332}=\frac{-16}{-332},=,=,0.9983938336372375,+,0.0005809182184748352,},0.00037466787034645677,0.9983938336372375,1,0.00010511161963222548,6,0.00025312110665254295,4,1
\frac{568}{551}=\frac{568}{551},=,=,0.487118661403656,+,0.3483618199825287,(,0.07302700728178024,0.487118661403656,1,9.542404586682096e-05,26,4.2444960854481906e-05,35,1
\frac{921}{-300}=\frac{921}{-300},=,=,0.4658023715019226,{,0.18473359942436218,+,0.1761886477470398,0.4658023715019226,1,0.029400307685136795,5,0.013949910178780556,7,1
\frac{-708}{-751}=\frac{-708}{-751},=,=,0.9974918365478516,{,0.0015258901985362172,+,0.00025286467280238867,0.9974918365478516,1,4.8974590754369274e-05,9,0.000125791848404333,4,1
\frac{685}{533}=\frac{685}{533},=,=,0.4385257363319397,+,0.13870494067668915,\,0.11409708857536316,0.4385257363319397,1,0.0015844980953261256,21,0.00012179643817944452,42,1
\frac{-863}{-985}=\frac{-863}{-985},=,%,0.5387951731681824,\,0.14153368771076202,=,0.09742981940507889,0.09742981940507889,3,0.002783463802188635,13,0.0005873463815078139,23,3
\frac{-833}{760}=\frac{-833}{760},=,+,0.8560799956321716,=,0.1095433309674263,means,0.005363617092370987,0.1095433309674263,2,0.002576170489192009,7,0.00246055843308568,8,2
\frac{45}{-980}=\frac{45}{-980},=,",",0.6048502326011658,},0.08129432797431946,r,0.07368731498718262,0.019177531823515892,5,0.011235474608838558,8,0.003305750899016857,17,NULL
\frac{593}{166}=\frac{593}{166},=,=,0.7271476984024048,",",0.14247284829616547,\,0.09032285213470459,0.7271476984024048,1,0.0018562477780506015,9,0.0012098468141630292,12,1
\frac{874}{920}=\frac{874}{920},=,",",0.45170435309410095,=,0.4267687499523163,+,0.024746859446167946,0.4267687499523163,2,0.0030614398419857025,12,0.005765464622527361,7,2
\frac{-824}{245}=\frac{-824}{245},=,=,0.8786118626594543,",",0.03282774239778519,(,0.03224779665470123,0.8786118626594543,1,0.0011729132384061813,12,0.0011391163570806384,13,1
\frac{-168}{-730}=\frac{-168}{-730},=,",",0.4425443112850189,=,0.4117884039878845,+,0.0783509612083435,0.4117884039878845,2,0.00155496911611408,11,0.006204597651958466,6,2
\frac{-471}{728}=\frac{-471}{728},=,=,0.9969601631164551,+,0.0011574653908610344,(,0.0005836421041749418,0.9969601631164551,1,0.00017486150318291038,6,0.0002630154194775969,5,1
\frac{676}{87}=\frac{676}{87},=,=,0.8506352305412292,<,0.10361701250076294,(,0.01424357108771801,0.8506352305412292,1,0.10361701250076294,2,0.008076364174485207,4,1
\frac{896}{-98}=\frac{896}{-98},=,=,0.74468994140625,",",0.08040519058704376,%,0.07447151094675064,0.74468994140625,1,0.012327737174928188,6,0.0005206048954278231,13,1
\frac{-654}{-253}=\frac{-654}{-253},=,{,0.7290821671485901,=,0.16350612044334412,4,0.04872068390250206,0.16350612044334412,2,1.0670181836758275e-05,90,5.4099353292258456e-05,44,2
\frac{210}{-901}=\frac{210}{-901},=,=,0.9622277021408081,\,0.011634796857833862,",",0.009163734503090382,0.9622277021408081,1,0.00031504585058428347,15,0.0007684848387725651,10,1
\frac{-362}{-893}=\frac{-362}{-893},=,=,0.9906294941902161,+,0.005262593273073435,{,0.0019231847254559398,0.9906294941902161,1,0.0012315544299781322,4,0.00017101661069318652,7,1
\frac{69}{988}=\frac{69}{988},=,=,0.5563486218452454,{,0.16575852036476135,(,0.1341746747493744,0.5563486218452454,1,0.003624647855758667,8,0.0006981685874052346,13,1
\frac{-698}{314}=\frac{-698}{314},=,=,0.996152937412262,",",0.0024033281952142715,(,0.0003772492927964777,0.996152937412262,1,1.8770229871734045e-05,21,0.00018048287893179804,4,1
\frac{-496}{-605}=\frac{-496}{-605},=,=,0.6617369055747986,{,0.12941674888134003,4,0.06072331592440605,0.6617369055747986,1,0.014285190030932426,5,0.001850140979513526,18,1
\frac{-347}{-618}=\frac{-347}{-618},=,=,0.9707671999931335,},0.014779621735215187,<,0.00654665706679225,0.9707671999931335,1,0.00654665706679225,3,0.0030193920247256756,4,1
\frac{367}{598}=\frac{367}{598},=,=,0.9895724654197693,+,0.006178834941238165,{,0.0009148754179477692,0.9895724654197693,1,0.0004766010388266295,5,0.0003688782162498683,6,1
\frac{392}{-538}=\frac{392}{-538},=,=,0.921983540058136,{,0.038234513252973557,+,0.029220348224043846,0.921983540058136,1,0.00028598305652849376,10,0.001402750494889915,5,1
\frac{-979}{806}=\frac{-979}{806},=,=,0.9324018955230713,%,0.03149066120386124,(,0.009183411486446857,0.9324018955230713,1,0.0009537291480228305,9,0.00031480268808081746,13,1
\frac{328}{791}=\frac{328}{791},=,=,0.46183863282203674,.,0.08152355998754501,4,0.061834000051021576,0.46183863282203674,1,0.0001282310113310814,185,0.003723111469298601,20,1
\frac{-702}{25}=\frac{-702}{25},=,=,0.8236463069915771,<,0.058476243168115616,-,0.03861646726727486,0.8236463069915771,1,0.058476243168115616,2,0.002181914635002613,9,1
\frac{853}{523}=\frac{853}{523},=,=,0.8085859417915344,+,0.060037992894649506,(,0.03168870881199837,0.8085859417915344,1,0.0007081176736392081,19,0.0004969171131961048,23,1
\frac{-490}{725}=\frac{-490}{725},=,=,0.9941155910491943,+,0.003267442574724555,(,0.00042418157681822777,0.9941155910491943,1,0.00032513393671251833,5,0.0003878509742207825,4,1
\frac{-259}{890}=\frac{-259}{890},=,=,0.7047408819198608,",",0.10752242803573608,+,0.08646494150161743,0.7047408819198608,1,0.053124409168958664,4,0.008684181608259678,7,1
\frac{71}{-350}=\frac{71}{-350},=,=,0.8415610194206238,+,0.07922893762588501,\,0.01943644881248474,0.8415610194206238,1,0.011492062360048294,5,0.003031029598787427,10,1
\frac{-709}{-131}=\frac{-709}{-131},=,=,0.914953351020813,+,0.06551682204008102,{,0.010644916445016861,0.914953351020813,1,0.0004101106896996498,8,0.005029923748224974,4,1
\frac{-956}{-363}=\frac{-956}{-363},=,=,0.9695539474487305,+,0.009341313503682613,<,0.00735398568212986,0.9695539474487305,1,0.00735398568212986,3,0.002799020381644368,5,1
\frac{237}{225}=\frac{237}{225},=,=,0.979516863822937,+,0.008194688707590103,&,0.0030748494900763035,0.979516863822937,1,1.9416593204368837e-05,29,0.00032730805105529726,12,1
\frac{-698}{-166}=\frac{-698}{-166},=,=,0.6600577235221863,<,0.11155738681554794,",",0.10814039409160614,0.6600577235221863,1,0.11155738681554794,2,0.009126334451138973,7,1
\frac{-844}{-621}=\frac{-844}{-621},=,{,0.5267507433891296,=,0.26683688163757324,(,0.10493702441453934,0.26683688163757324,2,0.0011179705616086721,10,0.0001827105734264478,15,2
\frac{53}{253}=\frac{53}{253},=,=,0.6786024570465088,{,0.16623620688915253,-,0.06194649264216423,0.6786024570465088,1,4.824040661333129e-05,21,0.00035573216155171394,12,1
\frac{-170}{956}=\frac{-170}{956},=,=,0.7790795564651489,",",0.08542617410421371,<,0.043143995106220245,0.7790795564651489,1,0.043143995106220245,3,0.0016353693790733814,12,1
\frac{281}{580}=\frac{281}{580},=,=,0.8756413459777832,+,0.10532572120428085,(,0.007264453452080488,0.8756413459777832,1,2.1024718535045395e-06,65,2.5190007363562472e-05,17,1
\frac{-268}{-778}=\frac{-268}{-778},=,=,0.9637297987937927,",",0.010181227698922157,+,0.008412528783082962,0.9637297987937927,1,0.00042109197238460183,12,0.0004490313585847616,11,1
\frac{-995}{-760}=\frac{-995}{-760},=,+,0.7620253562927246,=,0.11361417919397354,{,0.019193705171346664,0.11361417919397354,2,0.01666395179927349,5,0.0007266807369887829,23,2
\frac{-143}{406}=\frac{-143}{406},=,=,0.974334716796875,.,0.009155218489468098,&,0.0026070531457662582,0.974334716796875,1,0.0006765428697690368,11,0.0006997689488343894,10,1
\frac{842}{-693}=\frac{842}{-693},=,=,0.8745661973953247,{,0.068514384329319,\,0.012268825434148312,0.8745661973953247,1,0.0010407547233626246,13,5.6381912145297974e-05,31,1
\frac{968}{-23}=\frac{968}{-23},=,=,0.8147565722465515,<,0.1312248259782791,-,0.009984081611037254,0.8147565722465515,1,0.1312248259782791,2,0.001819743774831295,10,1
\frac{-89}{-113}=\frac{-89}{-113},=,=,0.5872251987457275,+,0.3326563537120819,<,0.05132721737027168,0.5872251987457275,1,0.05132721737027168,3,0.00017752138955984265,9,1
\frac{408}{405}=\frac{408}{405},=,=,0.9706264734268188,(,0.009531599469482899,{,0.004050130024552345,0.9706264734268188,1,1.2443949344742578e-05,37,0.0003071516694035381,12,1
\frac{-557}{-175}=\frac{-557}{-175},=,=,0.4804954528808594,{,0.20845502614974976,%,0.08112599700689316,0.4804954528808594,1,0.033387329429388046,5,0.0014018049696460366,18,1
\frac{-256}{963}=\frac{-256}{963},=,=,0.825975239276886,{,0.1264163851737976,",",0.032412584871053696,0.825975239276886,1,0.004639884922653437,4,0.0010614123893901706,7,1
\frac{-143}{398}=\frac{-143}{398},=,=,0.9864051938056946,+,0.005669998470693827,{,0.003779555670917034,0.9864051938056946,1,0.0005332618020474911,6,0.0011348630068823695,5,1
\frac{-686}{307}=\frac{-686}{307},=,=,0.30943092703819275,%,0.2730783522129059,",",0.24158470332622528,0.30943092703819275,1,0.007531755603849888,9,0.00022871437249705195,65,1
\frac{666}{408}=\frac{666}{408},=,=,0.9937888979911804,",",0.002077462151646614,<,0.0008732069400139153,0.9937888979911804,1,0.0008732069400139153,3,5.050147228757851e-05,18,1
\frac{526}{698}=\frac{526}{698},=,=,0.9649966955184937,(,0.014663436450064182,16,0.0035432223230600357,0.9649966955184937,1,0.002819646615535021,5,8.413543400820345e-05,26,1
\frac{-587}{362}=\frac{-587}{362},=,=,0.9808385372161865,-,0.008171416819095612,+,0.00466088205575943,0.9808385372161865,1,0.0011387612903490663,6,0.0010388968512415886,7,1
\frac{196}{129}=\frac{196}{129},=,=,0.9994232654571533,⊆,0.0001646551099838689,\,0.00012853596126660705,0.9994232654571533,1,7.746636401861906e-05,4,3.246629785280675e-05,7,1
\frac{-618}{-69}=\frac{-618}{-69},=,=,0.4897848665714264,(,0.21107573807239532,<,0.07903558015823364,0.4897848665714264,1,0.07903558015823364,3,0.002285093069076538,15,1
\frac{506}{387}=\frac{506}{387},=,=,0.7434197068214417,%,0.05463103577494621,1,0.04959575831890106,0.7434197068214417,1,0.033456359058618546,5,0.0037179403007030487,10,1
\frac{-249}{-657}=\frac{-249}{-657},=,=,0.9699217677116394,{,0.009926983155310154,1,0.006736614741384983,0.9699217677116394,1,0.0004876349412370473,10,0.0006667035631835461,8,1
\frac{-630}{339}=\frac{-630}{339},=,&,0.652439296245575,=,0.14970268309116364,+,0.06858125329017639,0.14970268309116364,2,0.0036388731095939875,9,0.0002685846702661365,25,2
\frac{-32}{700}=\frac{-32}{700},=,=,0.9569103121757507,>,0.037154071033000946,<,0.004822125658392906,0.9569103121757507,1,0.004822125658392906,3,0.037154071033000946,2,1
\frac{-740}{727}=\frac{-740}{727},=,=,0.9920255541801453,>,0.005299179814755917,+,0.001996633829548955,0.9920255541801453,1,0.00017613937961868942,5,0.005299179814755917,2,1
\frac{535}{209}=\frac{535}{209},=,=,0.907977819442749,\,0.034269437193870544,(,0.021927794441580772,0.907977819442749,1,0.00011471807374618948,21,0.0020406823605298996,7,1
\frac{561}{-717}=\frac{561}{-717},=,+,0.5047696232795715,=,0.365396112203598,{,0.0933847427368164,0.365396112203598,2,0.0003295207570772618,12,0.0002033918717643246,13,2
\frac{-688}{973}=\frac{-688}{973},=,=,0.9842150807380676,(,0.004251111298799515,16,0.003427598625421524,0.9842150807380676,1,0.00045766515540890396,6,0.00018681463552638888,10,1
\frac{-619}{561}=\frac{-619}{561},=,=,0.6170281767845154,{,0.14272908866405487,+,0.06447762250900269,0.6170281767845154,1,0.001062329625710845,16,0.001165290828794241,14,1
\frac{-704}{-728}=\frac{-704}{-728},=,=,0.9966894388198853,{,0.000898610451258719,<,0.000738255272153765,0.9966894388198853,1,0.000738255272153765,3,0.00029563106363639235,6,1
\frac{-220}{-900}=\frac{-220}{-900},=,=,0.8486511707305908,<,0.09018518030643463,\,0.0221251230686903,0.8486511707305908,1,0.09018518030643463,2,0.007073407992720604,6,1
\frac{886}{-586}=\frac{886}{-586},=,=,0.9582802653312683,<,0.025794800370931625,(,0.008409800007939339,0.9582802653312683,1,0.025794800370931625,2,0.0009922438766807318,6,1
\frac{260}{-220}=\frac{260}{-220},=,=,0.6483646035194397,",",0.21273566782474518,<,0.1018068715929985,0.6483646035194397,1,0.1018068715929985,3,0.006195695139467716,5,1
\frac{612}{393}=\frac{612}{393},=,=,0.9561202526092529,(,0.01460727397352457,{,0.011026295833289623,0.9561202526092529,1,0.00028186533018015325,13,0.0003528636589180678,12,1
\frac{-532}{376}=\frac{-532}{376},=,=,0.8355430960655212,+,0.04640553519129753,(,0.038956448435783386,0.8355430960655212,1,0.0007893892470747232,16,0.0006979549070820212,17,1
\frac{951}{-866}=\frac{951}{-866},=,=,0.3268246650695801,",",0.28984567523002625,+,0.1555010825395584,0.3268246650695801,1,0.06535769999027252,4,0.040413208305835724,5,1
\frac{-301}{-884}=\frac{-301}{-884},=,=,0.5424822568893433,{,0.22969794273376465,\,0.15787222981452942,0.5424822568893433,1,0.0017186935292556882,10,0.00015656503092031926,31,1
\frac{-998}{765}=\frac{-998}{765},=,=,0.6922143697738647,{,0.0738067701458931,(,0.06651727855205536,0.6922143697738647,1,0.00738510861992836,9,0.0007447620737366378,19,1
\frac{-737}{143}=\frac{-737}{143},=,=,0.981338620185852,+,0.007430916652083397,>,0.006452571600675583,0.981338620185852,1,0.00396891962736845,4,0.006452571600675583,3,1
\frac{176}{238}=\frac{176}{238},=,=,0.9962707757949829,>,0.0007231201161630452,find,0.0005165925249457359,0.9962707757949829,1,3.374184598214924e-05,18,0.0007231201161630452,2,1
\frac{758}{300}=\frac{758}{300},=,=,0.9995943903923035,(,0.00019042736676055938,+,0.00011429777805460617,0.9995943903923035,1,5.886909548280528e-06,7,2.6776806407724507e-05,4,1
\frac{-711}{629}=\frac{-711}{629},=,=,0.7690377235412598,{,0.113367959856987,(,0.04726889356970787,0.7690377235412598,1,0.00016979871725197881,13,0.0001287433842662722,14,1
\frac{456}{109}=\frac{456}{109},=,=,0.9153324365615845,-,0.044020675122737885,+,0.03257603198289871,0.9153324365615845,1,0.0005016729119233787,9,0.00010863933130167425,13,1
\frac{19}{-695}=\frac{19}{-695},=,=,0.6497409343719482,<,0.19834205508232117,{,0.08559106290340424,0.6497409343719482,1,0.19834205508232117,2,0.0008141750004142523,9,1
\frac{-377}{540}=\frac{-377}{540},=,=,0.9589763283729553,",",0.026462405920028687,.,0.003127442440018058,0.9589763283729553,1,0.000138930045068264,17,0.0019176251953467727,5,1
\frac{-325}{994}=\frac{-325}{994},=,{,0.7522410750389099,%,0.16668128967285156,(,0.03416822850704193,0.030154678970575333,4,0.0003564244834706187,9,0.00010907196701737121,15,NULL
\frac{416}{-625}=\frac{416}{-625},=,=,0.6371074914932251,{,0.08331677317619324,%,0.05329436808824539,0.6371074914932251,1,0.012657218612730503,11,0.00030251723364926875,27,1
\frac{848}{-953}=\frac{848}{-953},=,=,0.7538780570030212,{,0.19532738626003265,+,0.013563568703830242,0.7538780570030212,1,0.0015646694228053093,10,0.0011539030820131302,12,1
\frac{-533}{-912}=\frac{-533}{-912},=,=,0.8014143705368042,{,0.0966440886259079,4,0.07187679409980774,0.8014143705368042,1,0.000677668780554086,14,0.002543691312894225,6,1
\frac{-701}{834}=\frac{-701}{834},=,=,0.9556059241294861,(,0.012450608424842358,{,0.0105011947453022,0.9556059241294861,1,0.0011548500042408705,7,0.0008989675552584231,11,1
\frac{-560}{-193}=\frac{-560}{-193},=,=,0.7368817329406738,",",0.07457949966192245,<,0.05764332786202431,0.7368817329406738,1,0.05764332786202431,3,0.03428375720977783,4,1
\frac{-975}{692}=\frac{-975}{692},=,=,0.9350438117980957,%,0.04551555961370468,{,0.0029098871164023876,0.9350438117980957,1,0.002870294963940978,4,3.754653880605474e-05,34,1
\frac{935}{645}=\frac{935}{645},=,=,0.9849900007247925,",",0.007091998588293791,{,0.0034717454109340906,0.9849900007247925,1,0.00013153660984244198,12,4.02460755140055e-05,23,1
\frac{-868}{542}=\frac{-868}{542},=,=,0.6054109334945679,(,0.23359687626361847,%,0.052653491497039795,0.6054109334945679,1,0.0031441960018128157,12,0.009998143650591373,7,1
\frac{-933}{-978}=\frac{-933}{-978},=,+,0.3813314735889435,",",0.3300413191318512,=,0.2554197609424591,0.2554197609424591,3,0.0002104030136251822,17,0.0002411960595054552,13,3
\frac{881}{713}=\frac{881}{713},=,=,0.9577252268791199,\,0.03861425444483757,+,0.001836541690863669,0.9577252268791199,1,0.00048159624566324055,4,5.6592663895571604e-05,11,1
\frac{927}{-451}=\frac{927}{-451},=,+,0.777338981628418,=,0.2203187197446823,>,0.0007823026971891522,0.2203187197446823,2,0.0005381617811508477,5,0.0007823026971891522,3,2
\frac{-521}{-958}=\frac{-521}{-958},=,{,0.8283728361129761,=,0.10806280374526978,",",0.015300714410841465,0.10806280374526978,2,0.005181545857340097,9,0.005610302556306124,7,2
\frac{-720}{-642}=\frac{-720}{-642},=,=,0.836542546749115,{,0.11918087303638458,+,0.036788009107112885,0.836542546749115,1,0.00013633701018989086,11,0.00031040087924338877,8,1
\frac{740}{144}=\frac{740}{144},=,=,0.995541512966156,+,0.003647811245173216,>,0.00042071082862094045,0.995541512966156,1,0.00011250856914557517,5,0.00042071082862094045,3,1
\frac{-140}{-116}=\frac{-140}{-116},=,=,0.8823226094245911,{,0.08049187064170837,<,0.014275514520704746,0.8823226094245911,1,0.014275514520704746,3,0.0012125660432502627,6,1
\frac{-53}{673}=\frac{-53}{673},=,=,0.6577028632164001,(,0.2242271453142166,{,0.027380643412470818,0.6577028632164001,1,0.003915187902748585,9,0.000671695452183485,16,1
\frac{412}{-787}=\frac{412}{-787},=,=,0.9999386072158813,+,3.337805901537649e-05,",",6.59335955788265e-06,0.9999386072158813,1,7.129090704438568e-07,10,1.1758222626667703e-06,9,1
\frac{880}{-672}=\frac{880}{-672},=,=,0.9986525774002075,:,0.0008245399221777916,},0.00011927310697501525,0.9986525774002075,1,5.059122031525476e-06,16,2.694987597351428e-05,9,1
\frac{-184}{67}=\frac{-184}{67},=,=,0.9970393776893616,<,0.001075898064300418,⊆,0.00044522006646730006,0.9970393776893616,1,0.001075898064300418,2,0.0003039419243577868,5,1
\frac{-713}{-446}=\frac{-713}{-446},=,=,0.661104142665863,\,0.09242603927850723,{,0.08389908075332642,0.661104142665863,1,0.027423756197094917,5,0.00011240044113947079,41,1
